"Occur","Damage_Area","Damage_Claim","Damage_Employee","Damage_Goods","Damage_Revenue","Damage_Sites","Fire_Area","Fire_Claim","Fire_Employee","Fire_Goods","Fire_Revenue","Fire_Sites","HSS_Area","HSS_Claim","HSS_Employee","HSS_Goods","HSS_Revenue","HSS_Sites","Other_Area","Other_Claim","Other_Employee","Other_Goods","Other_Revenue","Other_Sites","Thief_Area","Thief_Claim","Thief_Employee","Thief_Goods","Thief_Revenue","Thief_Sites","TPL_Area","TPL_Claim","TPL_Employee","TPL_Goods","TPL_Revenue","TPL_Sites"
2003-03-16,"(1e+04,Inf]",145854,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",393468,"(500,1e+03]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",34101,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",175,"(0,500]","(0,1e+05]","(5e+03,Inf]","(20,Inf]","(0,5e+03]",33323,"(0,500]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(5e+03,1e+04]",27182,"(0,500]","(0,1e+05]","(1e+03,5e+03]","(0,10]"
2003-03-19,"(5e+03,1e+04]",68587,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",46058,"(0,500]","(0,1e+05]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",6594,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(5e+03,1e+04]",5008,"(0,500]","(1e+05,2e+05]","(5e+03,Inf]","(0,10]","(1e+04,Inf]",18621,"(1e+03,Inf]","(1e+05,2e+05]","(1e+03,5e+03]","(20,Inf]","(0,5e+03]",4993,"(0,500]","(0,1e+05]","(1e+03,5e+03]","(0,10]"
2003-03-22,"(1e+04,Inf]",63578,"(1e+03,Inf]","(2e+05,Inf]","(1e+03,5e+03]","(20,Inf]","(1e+04,Inf]",108319,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(0,10]","(0,5e+03]",66543,"(0,500]","(2e+05,Inf]","(0,1e+03]","(10,20]","(5e+03,1e+04]",43932,"(0,500]","(1e+05,2e+05]","(5e+03,Inf]","(0,10]","(0,5e+03]",81868,"(0,500]","(2e+05,Inf]","(1e+03,5e+03]","(20,Inf]","(0,5e+03]",18221,"(0,500]","(0,1e+05]","(5e+03,Inf]","(0,10]"
2003-03-25,"(1e+04,Inf]",391539,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",8527718,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",12209,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(5e+03,1e+04]",4934,"(0,500]","(1e+05,2e+05]","(5e+03,Inf]","(0,10]","(1e+04,Inf]",46968,"(500,1e+03]","(1e+05,2e+05]","(5e+03,Inf]","(20,Inf]","(0,5e+03]",1953,"(0,500]","(0,1e+05]","(0,1e+03]","(0,10]"
2003-03-28,"(1e+04,Inf]",14109,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(5e+03,1e+04]",50871,"(500,1e+03]","(1e+05,2e+05]","(1e+03,5e+03]","(0,10]","(1e+04,Inf]",11780,"(0,500]","(0,1e+05]","(0,1e+03]","(10,20]","(5e+03,1e+04]",1102,"(0,500]","(1e+05,2e+05]","(5e+03,Inf]","(0,10]","(0,5e+03]",50085,"(0,500]","(0,1e+05]","(5e+03,Inf]","(20,Inf]","(5e+03,1e+04]",140,"(500,1e+03]","(0,1e+05]","(5e+03,Inf]","(0,10]"
2003-03-31,"(1e+04,Inf]",165720,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",51818,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(10,20]","(0,5e+03]",3694,"(0,500]","(2e+05,Inf]","(0,1e+03]","(0,10]","(5e+03,1e+04]",17146,"(0,500]","(1e+05,2e+05]","(5e+03,Inf]","(0,10]","(1e+04,Inf]",104515,"(500,1e+03]","(1e+05,2e+05]","(1e+03,5e+03]","(20,Inf]","(5e+03,1e+04]",10414,"(0,500]","(1e+05,2e+05]","(0,1e+03]","(0,10]"
2003-04-03,"(1e+04,Inf]",43176,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(0,5e+03]",155038,"(0,500]","(2e+05,Inf]","(1e+03,5e+03]","(0,10]","(1e+04,Inf]",27970,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(5e+03,1e+04]",5505,"(0,500]","(1e+05,2e+05]","(5e+03,Inf]","(0,10]","(1e+04,Inf]",51218,"(1e+03,Inf]","(2e+05,Inf]","(1e+03,5e+03]","(20,Inf]","(0,5e+03]",502,"(0,500]","(0,1e+05]","(0,1e+03]","(0,10]"
2003-04-06,"(1e+04,Inf]",83443,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(5e+03,1e+04]",54319,"(500,1e+03]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(0,5e+03]",4507,"(500,1e+03]","(2e+05,Inf]","(1e+03,5e+03]","(0,10]","(1e+04,Inf]",2658,"(0,500]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(0,5e+03]",10247,"(0,500]","(0,1e+05]","(0,1e+03]","(0,10]","(5e+03,1e+04]",8701,"(500,1e+03]","(0,1e+05]","(1e+03,5e+03]","(0,10]"
2003-04-09,"(1e+04,Inf]",16900,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",20764,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(0,5e+03]",24228,"(0,500]","(0,1e+05]","(0,1e+03]","(0,10]","(5e+03,1e+04]",14668,"(0,500]","(1e+05,2e+05]","(5e+03,Inf]","(0,10]","(0,5e+03]",82470,"(500,1e+03]","(2e+05,Inf]","(1e+03,5e+03]","(0,10]","(5e+03,1e+04]",6893,"(0,500]","(0,1e+05]","(1e+03,5e+03]","(0,10]"
2003-04-12,"(1e+04,Inf]",125714,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",2124880,"(500,1e+03]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(5e+03,1e+04]",32752,"(1e+03,Inf]","(2e+05,Inf]","(1e+03,5e+03]","(20,Inf]","(5e+03,1e+04]",115676,"(0,500]","(1e+05,2e+05]","(5e+03,Inf]","(0,10]","(0,5e+03]",22845,"(0,500]","(2e+05,Inf]","(1e+03,5e+03]","(10,20]","(5e+03,1e+04]",3002,"(0,500]","(0,1e+05]","(1e+03,5e+03]","(0,10]"
2003-04-15,"(1e+04,Inf]",41754,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",934255,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(10,20]","(0,5e+03]",20754,"(0,500]","(2e+05,Inf]","(1e+03,5e+03]","(0,10]","(5e+03,1e+04]",55728,"(0,500]","(1e+05,2e+05]","(5e+03,Inf]","(0,10]","(1e+04,Inf]",19708,"(500,1e+03]","(2e+05,Inf]","(1e+03,5e+03]","(20,Inf]","(0,5e+03]",1216,"(0,500]","(0,1e+05]","(0,1e+03]","(0,10]"
2003-04-18,"(1e+04,Inf]",26923,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",27777,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",4945,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(5e+03,1e+04]",142322,"(0,500]","(1e+05,2e+05]","(5e+03,Inf]","(0,10]","(1e+04,Inf]",6942,"(1e+03,Inf]","(0,1e+05]","(1e+03,5e+03]","(10,20]","(5e+03,1e+04]",11018,"(500,1e+03]","(0,1e+05]","(5e+03,Inf]","(0,10]"
2003-04-21,"(1e+04,Inf]",96430,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",24231,"(0,500]","(2e+05,Inf]","(1e+03,5e+03]","(10,20]","(1e+04,Inf]",32557,"(1e+03,Inf]","(2e+05,Inf]","(1e+03,5e+03]","(20,Inf]","(5e+03,1e+04]",64368,"(0,500]","(1e+05,2e+05]","(5e+03,Inf]","(0,10]","(0,5e+03]",6041,"(0,500]","(0,1e+05]","(0,1e+03]","(0,10]","(5e+03,1e+04]",14045,"(0,500]","(0,1e+05]","(1e+03,5e+03]","(0,10]"
2003-04-24,"(1e+04,Inf]",49543,"(1e+03,Inf]","(2e+05,Inf]","(1e+03,5e+03]","(20,Inf]","(1e+04,Inf]",289541,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(5e+03,1e+04]",57927,"(1e+03,Inf]","(2e+05,Inf]","(1e+03,5e+03]","(20,Inf]","(5e+03,1e+04]",25613,"(0,500]","(1e+05,2e+05]","(5e+03,Inf]","(0,10]","(1e+04,Inf]",46423,"(0,500]","(0,1e+05]","(0,1e+03]","(0,10]","(5e+03,1e+04]",23757,"(0,500]","(0,1e+05]","(1e+03,5e+03]","(0,10]"
2003-04-27,"(1e+04,Inf]",170474,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",464739,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(0,5e+03]",1991,"(0,500]","(0,1e+05]","(0,1e+03]","(0,10]","(5e+03,1e+04]",42403,"(0,500]","(1e+05,2e+05]","(5e+03,Inf]","(0,10]","(5e+03,1e+04]",59099,"(0,500]","(2e+05,Inf]","(5e+03,Inf]","(10,20]","(0,5e+03]",2971,"(0,500]","(2e+05,Inf]","(1e+03,5e+03]","(0,10]"
2003-04-30,"(1e+04,Inf]",114282,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(5e+03,1e+04]",146524,"(1e+03,Inf]","(2e+05,Inf]","(1e+03,5e+03]","(10,20]","(0,5e+03]",50246,"(1e+03,Inf]","(1e+05,2e+05]","(1e+03,5e+03]","(20,Inf]","(5e+03,1e+04]",2149,"(0,500]","(0,1e+05]","(1e+03,5e+03]","(0,10]","(1e+04,Inf]",50445,"(500,1e+03]","(1e+05,2e+05]","(1e+03,5e+03]","(10,20]","(0,5e+03]",641,"(0,500]","(0,1e+05]","(0,1e+03]","(0,10]"
2003-05-03,"(1e+04,Inf]",277833,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",34611,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",5207,"(1e+03,Inf]","(0,1e+05]","(1e+03,5e+03]","(10,20]","(5e+03,1e+04]",20962,"(0,500]","(1e+05,2e+05]","(5e+03,Inf]","(0,10]","(1e+04,Inf]",91170,"(1e+03,Inf]","(2e+05,Inf]","(1e+03,5e+03]","(20,Inf]","(1e+04,Inf]",6362,"(0,500]","(2e+05,Inf]","(1e+03,5e+03]","(0,10]"
2003-05-06,"(1e+04,Inf]",369515,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(5e+03,1e+04]",43412,"(1e+03,Inf]","(2e+05,Inf]","(1e+03,5e+03]","(0,10]","(1e+04,Inf]",54377,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(0,5e+03]",27410,"(0,500]","(2e+05,Inf]","(1e+03,5e+03]","(0,10]","(1e+04,Inf]",76118,"(0,500]","(1e+05,2e+05]","(5e+03,Inf]","(10,20]","(1e+04,Inf]",26945,"(0,500]","(0,1e+05]","(1e+03,5e+03]","(20,Inf]"
2003-05-09,"(1e+04,Inf]",28885,"(1e+03,Inf]","(1e+05,2e+05]","(5e+03,Inf]","(20,Inf]","(5e+03,1e+04]",25400,"(1e+03,Inf]","(1e+05,2e+05]","(1e+03,5e+03]","(20,Inf]","(1e+04,Inf]",2977,"(500,1e+03]","(0,1e+05]","(5e+03,Inf]","(20,Inf]","(0,5e+03]",1389,"(0,500]","(0,1e+05]","(0,1e+03]","(20,Inf]","(1e+04,Inf]",70412,"(1e+03,Inf]","(1e+05,2e+05]","(5e+03,Inf]","(20,Inf]","(0,5e+03]",2205,"(0,500]","(0,1e+05]","(1e+03,5e+03]","(0,10]"
2003-05-12,"(1e+04,Inf]",305859,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",76300,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(0,5e+03]",48580,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",1910,"(0,500]","(0,1e+05]","(0,1e+03]","(10,20]","(1e+04,Inf]",46409,"(0,500]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(5e+03,1e+04]",5565,"(0,500]","(0,1e+05]","(0,1e+03]","(0,10]"
2003-05-15,"(1e+04,Inf]",152273,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(5e+03,1e+04]",48677,"(0,500]","(1e+05,2e+05]","(1e+03,5e+03]","(0,10]","(0,5e+03]",65258,"(0,500]","(2e+05,Inf]","(5e+03,Inf]","(0,10]","(0,5e+03]",23902,"(0,500]","(0,1e+05]","(0,1e+03]","(0,10]","(0,5e+03]",11554,"(0,500]","(0,1e+05]","(0,1e+03]","(20,Inf]","(5e+03,1e+04]",20973,"(500,1e+03]","(0,1e+05]","(5e+03,Inf]","(0,10]"
2003-05-18,"(1e+04,Inf]",84307,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",157400,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(0,5e+03]",64,"(0,500]","(0,1e+05]","(0,1e+03]","(0,10]","(1e+04,Inf]",2951,"(0,500]","(0,1e+05]","(0,1e+03]","(0,10]","(1e+04,Inf]",32124,"(0,500]","(2e+05,Inf]","(1e+03,5e+03]","(20,Inf]","(1e+04,Inf]",66018,"(0,500]","(0,1e+05]","(1e+03,5e+03]","(0,10]"
2003-05-21,"(1e+04,Inf]",31261,"(0,500]","(2e+05,Inf]","(1e+03,5e+03]","(20,Inf]","(1e+04,Inf]",423498,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(0,5e+03]",3100,"(0,500]","(2e+05,Inf]","(0,1e+03]","(0,10]","(0,5e+03]",1662,"(0,500]","(0,1e+05]","(0,1e+03]","(0,10]","(1e+04,Inf]",37574,"(1e+03,Inf]","(1e+05,2e+05]","(1e+03,5e+03]","(10,20]","(0,5e+03]",3799,"(0,500]","(0,1e+05]","(0,1e+03]","(0,10]"
2003-05-24,"(1e+04,Inf]",73013,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",140276,"(500,1e+03]","(2e+05,Inf]","(5e+03,Inf]","(10,20]","(0,5e+03]",4686,"(1e+03,Inf]","(0,1e+05]","(0,1e+03]","(0,10]","(5e+03,1e+04]",71018,"(0,500]","(1e+05,2e+05]","(5e+03,Inf]","(0,10]","(1e+04,Inf]",13052,"(500,1e+03]","(0,1e+05]","(0,1e+03]","(0,10]","(5e+03,1e+04]",184159,"(0,500]","(0,1e+05]","(1e+03,5e+03]","(10,20]"
2003-05-27,"(1e+04,Inf]",39835,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(5e+03,1e+04]",181288,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(0,5e+03]",11811,"(0,500]","(2e+05,Inf]","(1e+03,5e+03]","(10,20]","(5e+03,1e+04]",45621,"(0,500]","(1e+05,2e+05]","(5e+03,Inf]","(0,10]","(1e+04,Inf]",114427,"(0,500]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(5e+03,1e+04]",121982,"(0,500]","(0,1e+05]","(1e+03,5e+03]","(0,10]"
2003-05-30,"(1e+04,Inf]",80804,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",15049573,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(0,5e+03]",5880,"(0,500]","(1e+05,2e+05]","(5e+03,Inf]","(20,Inf]","(5e+03,1e+04]",765027,"(0,500]","(1e+05,2e+05]","(5e+03,Inf]","(0,10]","(0,5e+03]",60434,"(0,500]","(0,1e+05]","(0,1e+03]","(0,10]","(5e+03,1e+04]",56395,"(0,500]","(0,1e+05]","(1e+03,5e+03]","(0,10]"
2003-06-02,"(1e+04,Inf]",436567,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",108994,"(0,500]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(0,5e+03]",3489,"(0,500]","(1e+05,2e+05]","(0,1e+03]","(0,10]","(5e+03,1e+04]",42579,"(0,500]","(1e+05,2e+05]","(5e+03,Inf]","(0,10]","(1e+04,Inf]",56636,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",8677,"(0,500]","(0,1e+05]","(5e+03,Inf]","(20,Inf]"
2003-06-05,"(1e+04,Inf]",367352,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",92788,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",93513,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(5e+03,1e+04]",62786,"(0,500]","(1e+05,2e+05]","(5e+03,Inf]","(0,10]","(0,5e+03]",42877,"(0,500]","(1e+05,2e+05]","(0,1e+03]","(0,10]","(5e+03,1e+04]",2170,"(0,500]","(0,1e+05]","(0,1e+03]","(10,20]"
2003-06-08,"(1e+04,Inf]",200916,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",130168,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",1204,"(1e+03,Inf]","(0,1e+05]","(0,1e+03]","(20,Inf]","(5e+03,1e+04]",20937,"(0,500]","(1e+05,2e+05]","(5e+03,Inf]","(0,10]","(0,5e+03]",5952,"(500,1e+03]","(0,1e+05]","(1e+03,5e+03]","(20,Inf]","(5e+03,1e+04]",61205,"(0,500]","(0,1e+05]","(1e+03,5e+03]","(0,10]"
2003-06-11,"(1e+04,Inf]",48942,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",13493,"(0,500]","(2e+05,Inf]","(0,1e+03]","(0,10]","(1e+04,Inf]",7730,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(0,5e+03]",22358,"(0,500]","(0,1e+05]","(0,1e+03]","(0,10]","(1e+04,Inf]",17771,"(1e+03,Inf]","(0,1e+05]","(1e+03,5e+03]","(20,Inf]","(5e+03,1e+04]",9166,"(0,500]","(0,1e+05]","(1e+03,5e+03]","(0,10]"
2003-06-14,"(1e+04,Inf]",127667,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(5e+03,1e+04]",9720,"(1e+03,Inf]","(2e+05,Inf]","(1e+03,5e+03]","(20,Inf]","(0,5e+03]",49513,"(1e+03,Inf]","(0,1e+05]","(1e+03,5e+03]","(20,Inf]","(1e+04,Inf]",2777,"(500,1e+03]","(0,1e+05]","(1e+03,5e+03]","(20,Inf]","(1e+04,Inf]",91376,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(5e+03,1e+04]",115390,"(500,1e+03]","(0,1e+05]","(5e+03,Inf]","(0,10]"
2003-06-17,"(1e+04,Inf]",62363,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(0,5e+03]",1163,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",58825,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(0,5e+03]",869,"(0,500]","(0,1e+05]","(1e+03,5e+03]","(0,10]","(1e+04,Inf]",62826,"(0,500]","(1e+05,2e+05]","(1e+03,5e+03]","(20,Inf]","(5e+03,1e+04]",77498,"(500,1e+03]","(0,1e+05]","(5e+03,Inf]","(0,10]"
2003-06-20,"(1e+04,Inf]",56294,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(5e+03,1e+04]",88304,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(5e+03,1e+04]",3959,"(1e+03,Inf]","(1e+05,2e+05]","(1e+03,5e+03]","(20,Inf]","(5e+03,1e+04]",11516,"(0,500]","(1e+05,2e+05]","(5e+03,Inf]","(0,10]","(1e+04,Inf]",65126,"(1e+03,Inf]","(2e+05,Inf]","(1e+03,5e+03]","(20,Inf]","(0,5e+03]",11545,"(0,500]","(0,1e+05]","(0,1e+03]","(0,10]"
2003-06-23,"(1e+04,Inf]",152518,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",241274,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(0,5e+03]",11173,"(0,500]","(0,1e+05]","(0,1e+03]","(20,Inf]","(0,5e+03]",869,"(500,1e+03]","(0,1e+05]","(1e+03,5e+03]","(0,10]","(0,5e+03]",12478,"(0,500]","(0,1e+05]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",6074,"(0,500]","(0,1e+05]","(0,1e+03]","(20,Inf]"
2003-06-26,"(1e+04,Inf]",213926,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",118748,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",21659,"(500,1e+03]","(2e+05,Inf]","(1e+03,5e+03]","(10,20]","(5e+03,1e+04]",1130,"(0,500]","(1e+05,2e+05]","(5e+03,Inf]","(0,10]","(1e+04,Inf]",31603,"(1e+03,Inf]","(0,1e+05]","(5e+03,Inf]","(20,Inf]","(5e+03,1e+04]",1510,"(500,1e+03]","(0,1e+05]","(5e+03,Inf]","(0,10]"
2003-06-29,"(1e+04,Inf]",292139,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",384745,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",1814963,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(5e+03,1e+04]",4637793,"(0,500]","(1e+05,2e+05]","(5e+03,Inf]","(0,10]","(0,5e+03]",36877,"(0,500]","(2e+05,Inf]","(1e+03,5e+03]","(10,20]","(0,5e+03]",13883,"(0,500]","(0,1e+05]","(1e+03,5e+03]","(0,10]"
2003-07-02,"(1e+04,Inf]",369097,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(0,5e+03]",6673,"(500,1e+03]","(0,1e+05]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",432380,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(5e+03,1e+04]",5777,"(0,500]","(1e+05,2e+05]","(5e+03,Inf]","(0,10]","(0,5e+03]",178744,"(500,1e+03]","(2e+05,Inf]","(1e+03,5e+03]","(20,Inf]","(1e+04,Inf]",24084,"(0,500]","(0,1e+05]","(1e+03,5e+03]","(0,10]"
2003-07-05,"(1e+04,Inf]",131259,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",3823010,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(0,5e+03]",1736,"(0,500]","(0,1e+05]","(0,1e+03]","(0,10]","(5e+03,1e+04]",201180,"(0,500]","(1e+05,2e+05]","(5e+03,Inf]","(0,10]","(0,5e+03]",11832,"(1e+03,Inf]","(1e+05,2e+05]","(5e+03,Inf]","(10,20]","(5e+03,1e+04]",8061,"(0,500]","(0,1e+05]","(1e+03,5e+03]","(20,Inf]"
2003-07-08,"(1e+04,Inf]",206398,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",7298837,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(0,5e+03]",791,"(0,500]","(0,1e+05]","(0,1e+03]","(20,Inf]","(0,5e+03]",2604,"(0,500]","(0,1e+05]","(0,1e+03]","(0,10]","(1e+04,Inf]",127240,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(0,5e+03]",1953,"(0,500]","(0,1e+05]","(0,1e+03]","(0,10]"
2003-07-11,"(1e+04,Inf]",227602,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",162997,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(5e+03,1e+04]",24354,"(500,1e+03]","(2e+05,Inf]","(1e+03,5e+03]","(10,20]","(5e+03,1e+04]",84690,"(0,500]","(1e+05,2e+05]","(5e+03,Inf]","(0,10]","(1e+04,Inf]",27515,"(0,500]","(2e+05,Inf]","(1e+03,5e+03]","(20,Inf]","(0,5e+03]",11217,"(0,500]","(0,1e+05]","(1e+03,5e+03]","(0,10]"
2003-07-14,"(1e+04,Inf]",83370,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",1704632,"(500,1e+03]","(2e+05,Inf]","(5e+03,Inf]","(10,20]","(1e+04,Inf]",9377,"(500,1e+03]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",175,"(0,500]","(0,1e+05]","(1e+03,5e+03]","(20,Inf]","(1e+04,Inf]",17358,"(500,1e+03]","(1e+05,2e+05]","(1e+03,5e+03]","(0,10]","(1e+04,Inf]",56470,"(0,500]","(0,1e+05]","(5e+03,Inf]","(0,10]"
2003-07-17,"(1e+04,Inf]",199433,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",178190,"(500,1e+03]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(0,5e+03]",5624,"(0,500]","(1e+05,2e+05]","(0,1e+03]","(0,10]","(0,5e+03]",259139,"(0,500]","(1e+05,2e+05]","(0,1e+03]","(0,10]","(0,5e+03]",12149,"(0,500]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(0,5e+03]",47672,"(0,500]","(0,1e+05]","(0,1e+03]","(0,10]"
2003-07-20,"(1e+04,Inf]",91386,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",322960,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(0,5e+03]",1939,"(0,500]","(0,1e+05]","(1e+03,5e+03]","(0,10]","(0,5e+03]",1321,"(0,500]","(0,1e+05]","(0,1e+03]","(0,10]","(0,5e+03]",44082,"(0,500]","(1e+05,2e+05]","(0,1e+03]","(10,20]","(0,5e+03]",3471,"(0,500]","(0,1e+05]","(0,1e+03]","(0,10]"
